DateTime,power,power_q5,power_q10,power_q25,power_q75,power_q90,power_q95
2025-06-18 19:00:00+00:00,21789.715266714054,18404.270228351732,30083.0798486521,23154.67243368481,24909.395126321157,32549.98929746292,34994.65656704868
2025-06-18 20:00:00+00:00,19991.224456302018,18260.263848110764,29748.05647462846,23060.689797889376,24865.023933937653,32477.531485205058,35065.08510997459
2025-06-18 21:00:00+00:00,20014.88873946377,18287.809020280896,29853.945615915993,23056.6211487933,24864.11268783127,32633.291169522134,34621.938716767254
2025-06-18 22:00:00+00:00,19908.957771791782,18258.084704217774,29834.972182327925,23045.555653206167,24723.081669800013,32555.91973051529,34620.487147948494
2025-06-18 23:00:00+00:00,19556.559497073053,18214.871115086604,29839.233408165775,22965.79665227438,24392.15496422614,32241.83205972711,33544.64280454766
2025-06-19 00:00:00+00:00,19556.580301179187,18088.995957264997,29799.912757086808,22896.569219405115,24392.37981713971,32241.276581806047,33398.97327018569
2025-06-19 01:00:00+00:00,19554.83282206955,18213.699305634094,29817.406723231765,22786.356011622705,24301.922539242078,32247.306092602215,33392.186496584094
2025-06-19 02:00:00+00:00,19582.699836087802,18201.36244302317,29851.229856755126,22646.496135201458,23958.89245768183,31661.400268264133,33402.72361785987
2025-06-19 03:00:00+00:00,22424.645592273166,18350.32061838011,30184.71087903921,23254.10114474193,24016.129272782844,31662.40574213102,33458.41060213773
2025-06-19 04:00:00+00:00,26273.516412248573,20466.49198474178,31564.4022753115,25616.07254991442,25064.4072989467,32749.292769747328,34179.7280867906
2025-06-19 05:00:00+00:00,31245.972880574842,22935.987944274926,34302.050146232556,30451.914327997813,32199.46022262982,34411.501632599044,37231.06116499644
2025-06-19 06:00:00+00:00,37598.02028462771,25748.59704242219,36848.88061671587,38063.68414425884,37502.44004722123,35345.201342958186,40016.60555346399
2025-06-19 07:00:00+00:00,40057.06033543739,26935.94214305392,38835.34122736915,40636.36136700927,40563.11587639577,40310.80691013973,40720.18542889296
2025-06-19 08:00:00+00:00,40474.89374493836,27263.029981502015,39338.07897351065,41276.43398222153,41027.58764772443,41456.79219373449,41195.92292786102
2025-06-19 09:00:00+00:00,41050.60008552127,27370.436914803016,39922.30392006554,41406.28726161827,41390.024347092905,42129.66924273869,41669.010338781016
2025-06-19 10:00:00+00:00,41798.96813739682,27393.836900400976,39946.70679148873,41936.422912078095,41773.727237114166,42529.05593186403,42349.95049014616
2025-06-19 11:00:00+00:00,41790.07825998115,27420.828871923386,39974.62511430139,41835.34985784657,41607.82506725799,42462.84019434929,42321.42167958925
2025-06-19 12:00:00+00:00,40850.89045406907,27449.86771812942,39860.22042088904,41205.461156072975,41153.83572894507,41621.88777128749,41624.96026737409
2025-06-19 13:00:00+00:00,40473.97799203813,27450.403247926195,39427.293496894636,41135.77087160466,40889.416573785886,41326.8072107239,41263.673473401286
2025-06-19 14:00:00+00:00,40301.70498014488,27418.401551263996,39174.5845551147,40952.42861002242,40863.21929687312,40988.12894390853,41028.6583949183
2025-06-19 15:00:00+00:00,38940.28262061803,26645.375179037896,37860.71178978351,39627.54452561158,39293.406944385926,39173.941142452466,40238.33479529995
2025-06-19 16:00:00+00:00,35528.600489537035,25080.505530708993,36511.50877615609,34803.956808351366,35769.8623354118,36213.477976340524,39731.64140944501
2025-06-19 17:00:00+00:00,29906.596219886367,22596.974404634384,34181.08162249569,28787.23826242972,31403.691334890897,34983.86960281035,37578.721064269565
2025-06-19 18:00:00+00:00,25394.33601958648,19693.85373237108,31242.714434841007,24629.819413223195,25457.569239123037,32961.90566632657,35377.35034128858
2025-06-19 19:00:00+00:00,21681.52230045232,18319.233181582636,30050.692272402,23112.454180573062,24725.12667242156,32447.271045850463,34973.922811044
2025-06-19 20:00:00+00:00,19774.957516992363,18194.259842280357,29755.523239525402,23009.204073551035,24690.071404655388,32160.178748341383,33922.75763500604
2025-06-19 21:00:00+00:00,19594.60851997764,18241.792545677567,29821.950169637395,22899.585763690226,24302.032490063655,32267.863216261085,33459.985996267234
2025-06-19 22:00:00+00:00,19456.33245040944,18211.126788227,29808.95847904425,22752.243936983432,23824.038031694243,31615.282493800896,33463.1720004761
2025-06-19 23:00:00+00:00,19228.628427828604,18088.654129559105,29770.068457902522,22477.53092691888,23708.24744554871,31058.70320830419,33403.1044877203
2025-06-20 00:00:00+00:00,19132.451197877588,17921.6844828387,29723.39636829468,22354.462750596955,23606.88872011495,29953.28923595746,33384.51526368268
2025-06-20 01:00:00+00:00,19137.90526447347,18020.444026775163,29741.17712258782,22186.43315953686,23606.88872011495,30017.8048094962,33358.04797151786
2025-06-20 02:00:00+00:00,19057.345439020522,17966.07733565488,29754.891873382992,22194.030033367897,23620.986208973318,30086.181994866296,33350.00909340657
2025-06-20 03:00:00+00:00,21962.292878357897,18242.037113642364,30058.408567085546,22997.334139087914,23879.80776427745,30114.292507448783,33452.922535456906
2025-06-20 04:00:00+00:00,25845.03837209468,20487.643529175337,31762.299360778074,25289.081039862678,24593.440034838095,30786.12649011388,34647.98479124848
2025-06-20 05:00:00+00:00,31604.620073202594,23234.981765736222,34463.58434585743,30735.952460537992,32344.85927288536,33888.560148933524,36875.070631367766
2025-06-20 06:00:00+00:00,37463.187654778514,25998.118626722156,37091.91376191173,38367.38900428381,37504.028706333134,35878.2387983493,38624.562787351475
2025-06-20 07:00:00+00:00,40065.05413819044,27300.597539609138,38958.90300879078,40796.16565519255,40654.16942472818,40513.16576551599,40473.29832690159
2025-06-20 08:00:00+00:00,40579.147399252855,27274.979172852898,39384.18340702715,41199.03246659496,41262.48423413122,41495.61870063509,41236.14632811423
2025-06-20 09:00:00+00:00,41854.08325415784,27331.65783914311,39924.034450728446,41979.791327478866,41974.75630130293,42549.64663250032,42280.97498436245
2025-06-20 10:00:00+00:00,41981.386780606364,27364.734505142438,39915.01421916828,41955.0692308628,42019.45155891512,42559.122539012,42338.48929295271
2025-06-20 11:00:00+00:00,41970.148247172016,27366.46443629323,39963.891410941396,41933.534578842584,42018.709940593406,42539.5853620917,42345.96323981749
2025-06-20 12:00:00+00:00,41942.11853449829,27394.346558853576,39990.085568918395,41918.99184617949,42002.95826693948,42551.92782655855,42333.849077307044
2025-06-20 13:00:00+00:00,41810.15257902515,27394.346558853576,39991.69409945273,41909.33340010368,41964.84687015578,42464.581361127486,42099.49552753472
2025-06-20 14:00:00+00:00,40554.104404567806,27398.164374678192,39456.838606410165,41289.29575176906,41064.60181097892,41465.705202186706,41377.01070373615
2025-06-20 15:00:00+00:00,39564.11349888702,27093.67725709377,38543.89645710293,40179.90847669479,40051.24114583792,40094.74096040427,40624.45481409739
2025-06-20 16:00:00+00:00,36553.32024146635,25390.670991694744,36785.18344558692,36045.4783399115,37023.62856288922,36307.140126441576,39960.11773476139
2025-06-20 17:00:00+00:00,30332.74922473298,22618.801911297818,34217.11973337504,29119.695044067535,31710.89578292068,35081.811280194095,37792.71803423595
2025-06-20 18:00:00+00:00,25527.30583585127,19828.615900053384,31270.696709596818,24801.05010160756,25659.118815053986,33050.63040448444,35592.10369597819
2025-06-20 19:00:00+00:00,21693.582775140447,18407.79601734176,30074.399386864392,23142.9806877023,24774.63066381263,32437.73305503324,34984.849867606805
2025-06-20 20:00:00+00:00,19577.731645282445,18192.005381133655,29757.810683669348,23003.152299354682,24442.409514910076,32063.937654272027,33628.292348731025
2025-06-20 21:00:00+00:00,19641.1514213977,18240.224732578212,29841.15838050183,22799.070353973962,23982.940587827772,31810.80388291847,33463.729450478495
